%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
10.0, 127707.3401459861, 187500.0, 151211.1382140086, 136523.7622289374, 61946.22808053828, 118024.25152352471, 120261.70584698986, 124402.6570800134, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583206356E9, 0.0, 2024-09-25 12:37:38.320
11.0, 127728.17197181845, 187500.0, 151222.64936240308, 136526.4667900165, 61959.43796151137, 118027.22430553727, 120268.38901858199, 124406.12160040399, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583246322E9, 0.0, 2024-09-25 12:37:38.324
12.0, 127735.68215795544, 187500.0, 151278.97575843046, 136537.5756070108, 61999.67110153093, 118037.19318356433, 120278.4920070758, 124416.13518191996, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583286872E9, 0.0, 2024-09-25 12:37:38.328
13.0, 127724.50628572778, 187500.0, 151275.39947931762, 136538.7826012114, 61993.2337991278, 118060.30488733112, 120282.7388385223, 124418.70563253232, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583316035E9, 0.0, 2024-09-25 12:37:38.331
14.0, 127729.58013171914, 187500.0, 151228.3937607281, 136540.30251983434, 61967.26107207073, 118083.23777714226, 120293.93706249441, 124419.82321975508, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583356037E9, 0.0, 2024-09-25 12:37:38.335
15.0, 127736.50917250029, 187500.0, 151215.9438390665, 136531.2277115855, 61964.73532494728, 118087.21638765531, 120288.30442289167, 124411.70953651781, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583406E9, 0.0, 2024-09-25 12:37:38.340
16.0, 127747.46152728338, 187500.0, 151271.53262752685, 136541.0848308903, 62000.09578467558, 118112.49621063427, 120288.57264382514, 124417.09630693155, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583456728E9, 0.0, 2024-09-25 12:37:38.345
17.0, 127736.53152424474, 187500.0, 151287.13414515665, 136549.39967982765, 62001.950979465364, 118134.44562368937, 120289.13143743652, 124425.25469365773, -0.27, 0.78, 0.538, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727285858348631E9, 0.0, 2024-09-25 12:37:38.348
18.0, 127725.37800376154, 187500.0, 151237.2450515324, 136541.24129310148, 61964.847083669556, 118138.11130978004, 120288.50558859177, 124416.13518191996, -0.268, 0.768, 0.558, 192.0, 247.0, 160.0, 24.0, 0.0, 17.0, 112.0, 0.0, 0.0, 0.0, 1.7272858583527026E9, 0.0, 2024-09-25 12:37:38.352
19.0, 127743.21469583687, 187500.0, 151218.91662107906, 136540.0342989009, 61959.86264465602, 118139.16184176944, 120296.66397531796, 124405.85337947051, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583567052E9, 0.0, 2024-09-25 12:37:38.356
20.0, 127765.32057110318, 187500.0, 151272.27023509386, 136551.41133682863, 61995.9830636958, 118148.4825192073, 120303.81653354366, 124405.40634458141, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727285858360646E9, 0.0, 2024-09-25 12:37:38.360
21.0, 127748.24383833932, 187500.0, 151299.98639821846, 136554.1382496522, 62005.14727892248, 118162.07237983613, 120297.75921079627, 124413.90000747443, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583636465E9, 0.0, 2024-09-25 12:37:38.363
22.0, 127734.27399805475, 187500.0, 151257.0486971198, 136545.9351594371, 61976.26882508622, 118176.64571722099, 120295.7475537953, 124422.43837385636, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.72728585836872E9, 0.0, 2024-09-25 12:37:38.368
23.0, 127748.31089357268, 187500.0, 151219.1848420125, 136537.84382794428, 61956.8228074101, 118182.81479869066, 120297.62510032953, 124406.83685622655, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583727405E9, 0.0, 2024-09-25 12:37:38.372
24.0, 127766.1028821591, 187500.0, 151268.06810713626, 136549.7796594834, 61994.0831654171, 118203.87014196756, 120303.16833295446, 124410.92722546187, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583767517E9, 0.0, 2024-09-25 12:37:38.376
25.0, 127763.26421061328, 187500.0, 151311.34108440173, 136564.86708699074, 62018.31245640665, 118234.53673536025, 120308.73391732383, 124423.51125759022, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583797112E9, 0.0, 2024-09-25 12:37:38.379
26.0, 127747.7073964724, 187500.0, 151271.48792403794, 136559.21209564354, 61989.56811303713, 118233.9108865155, 120307.88455103453, 124421.36549012251, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583837051E9, 0.0, 2024-09-25 12:37:38.383
27.0, 127746.4556987829, 187500.0, 151231.21008052948, 136548.86323796073, 61967.59634823756, 118238.78356680676, 120304.35297541058, 124422.12544943398, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858583877964E9, 0.0, 2024-09-25 12:37:38.387
28.0, 127757.02807391026, 187500.0, 151266.83876119123, 136549.06440366083, 61990.12690664851, 118244.88559304304, 120296.79808578469, 124430.37324313799, -0.268, 0.768, 0.558, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727285858391738E9, 0.0, 2024-09-25 12:37:38.391
29.0, 127758.65975125549, 187500.0, 151309.55294484532, 136557.3792525982, 62012.657465059456, 118255.12269200358, 120298.78739104122, 124433.52483910619, -0.268, 0.768, 0.556, 192.0, 247.0, 160.0, 24.0, 0.0, 17.0, 96.0, 0.0, 0.0, 0.0, 1.7272858583957877E9, 0.0, 2024-09-25 12:37:38.395
30.0, 127738.6996434569, 187500.0, 151279.98158693095, 136552.77479324042, 61992.00445318276, 118260.28594497275, 120301.62606258703, 124430.46265011582, -0.268, 0.768, 0.556, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7272858584007747E9, 0.0, 2024-09-25 12:37:38.400
