nSeq;I1;I2;O1;O2;A2
4;0;0;0;0;536
5;0;0;0;0;538
6;0;0;0;0;540
7;0;0;0;0;542
8;0;0;0;0;543
9;0;0;0;0;545
10;0;0;0;0;546
11;0;0;0;0;546
12;0;0;0;0;546
13;0;0;0;0;547
14;0;0;0;0;548
15;0;0;0;0;550
0;0;0;0;0;550
1;0;0;0;0;550
2;0;0;0;0;549
3;0;0;0;0;550
4;0;0;0;0;551
5;0;0;0;0;551
6;0;0;0;0;552
7;0;0;0;0;553
8;0;0;0;0;554
9;0;0;0;0;555
10;0;0;0;0;553
11;0;0;0;0;554
12;0;0;0;0;555
13;0;0;0;0;555
14;0;0;0;0;556
15;0;0;0;0;557
0;0;0;0;0;556
1;0;0;0;0;556
2;0;0;0;0;556
3;0;0;0;0;556
4;0;0;0;0;555
5;0;0;0;0;554
6;0;0;0;0;553
7;0;0;0;0;552
8;0;0;0;0;551
9;0;0;0;0;551
10;0;0;0;0;550
11;0;0;0;0;550
12;0;0;0;0;549
13;0;0;0;0;549
14;0;0;0;0;551
15;0;0;0;0;552
0;0;0;0;0;552
1;0;0;0;0;553
2;0;0;0;0;553
3;0;0;0;0;554
4;0;0;0;0;556
5;0;0;0;0;556
6;0;0;0;0;554
7;0;0;0;0;552
8;0;0;0;0;551
9;0;0;0;0;549
10;0;0;0;0;548
11;0;0;0;0;548
12;0;0;0;0;547
13;0;0;0;0;546
14;0;0;0;0;547
15;0;0;0;0;547
0;0;0;0;0;547
1;0;0;0;0;547
2;0;0;0;0;545
3;0;0;0;0;545
4;0;0;0;0;545
5;0;0;0;0;544
6;0;0;0;0;545
7;0;0;0;0;544
8;0;0;0;0;545
9;0;0;0;0;545
10;0;0;0;0;546
11;0;0;0;0;546
12;0;0;0;0;547
13;0;0;0;0;547
14;0;0;0;0;548
15;0;0;0;0;549
0;0;0;0;0;550
1;0;0;0;0;550
2;0;0;0;0;549
3;0;0;0;0;547
4;0;0;0;0;547
5;0;0;0;0;548
6;0;0;0;0;548
7;0;0;0;0;547
8;0;0;0;0;544
9;0;0;0;0;542
10;0;0;0;0;541
11;0;0;0;0;540
12;0;0;0;0;541
13;0;0;0;0;540
14;0;0;0;0;540
15;0;0;0;0;539
0;0;0;0;0;539
1;0;0;0;0;539
2;0;0;0;0;540
3;0;0;0;0;540
4;0;0;0;0;540
5;0;0;0;0;540
6;0;0;0;0;542
7;0;0;0;0;541
8;0;0;0;0;541
9;0;0;0;0;540
10;0;0;0;0;541
11;0;0;0;0;542
12;0;0;0;0;541
13;0;0;0;0;540
14;0;0;0;0;540
15;0;0;0;0;540
0;0;0;0;0;541
1;0;0;0;0;541
2;0;0;0;0;540
3;0;0;0;0;541
4;0;0;0;0;542
5;0;0;0;0;543
6;0;0;0;0;543
7;0;0;0;0;544
8;0;0;0;0;544
9;0;0;0;0;544
10;0;0;0;0;544
11;0;0;0;0;543
12;0;0;0;0;543
13;0;0;0;0;542
14;0;0;0;0;540
15;0;0;0;0;540
0;0;0;0;0;540
1;0;0;0;0;540
2;0;0;0;0;540
3;0;0;0;0;541
4;0;0;0;0;542
5;0;0;0;0;544
6;0;0;0;0;545
7;0;0;0;0;545
8;0;0;0;0;545
9;0;0;0;0;545
10;0;0;0;0;544
11;0;0;0;0;544
12;0;0;0;0;545
13;0;0;0;0;545
14;0;0;0;0;546
15;0;0;0;0;546
0;0;0;0;0;546
1;0;0;0;0;546
2;0;0;0;0;545
3;0;0;0;0;544
4;0;0;0;0;544
5;0;0;0;0;544
6;0;0;0;0;543
7;0;0;0;0;542
8;0;0;0;0;542
9;0;0;0;0;541
10;0;0;0;0;541
11;0;0;0;0;539
12;0;0;0;0;540
13;0;0;0;0;540
14;0;0;0;0;540
15;0;0;0;0;539
0;0;0;0;0;538
1;0;0;0;0;539
2;0;0;0;0;541
3;0;0;0;0;542
4;0;0;0;0;543
5;0;0;0;0;543
6;0;0;0;0;543
7;0;0;0;0;543
8;0;0;0;0;542
9;0;0;0;0;542
10;0;0;0;0;542
11;0;0;0;0;541
12;0;0;0;0;541
13;0;0;0;0;540
14;0;0;0;0;539
15;0;0;0;0;539
0;0;0;0;0;539
1;0;0;0;0;539
2;0;0;0;0;539
3;0;0;0;0;538
4;0;0;0;0;538
5;0;0;0;0;536
6;0;0;0;0;535
7;0;0;0;0;533
8;0;0;0;0;531
9;0;0;0;0;531
10;0;0;0;0;529
11;0;0;0;0;528
12;0;0;0;0;527
13;0;0;0;0;526
14;0;0;0;0;525
15;0;0;0;0;523
0;0;0;0;0;522
1;0;0;0;0;520
2;0;0;0;0;520
3;0;0;0;0;519
4;0;0;0;0;519
5;0;0;0;0;518
6;0;0;0;0;517
